6.955850954625794058e-01,3.428256050081807810e-02,1.000000000000000000e+00
-2.159809340612423717e-02,5.066972619963224789e-01,1.000000000000000000e+00
4.793294521579585798e-01,-2.205357206870284248e+00,0.000000000000000000e+00
7.924512794181972630e-01,1.149809073518236469e+00,0.000000000000000000e+00
-4.377797902276150399e-01,-1.647250547674443122e-01,1.000000000000000000e+00
8.251196342167264886e-02,-1.622392369959482439e+00,0.000000000000000000e+00
-3.646228253589416379e-01,1.084572925458292980e+00,0.000000000000000000e+00
-4.770454072350600594e-01,3.324878822518708699e-01,1.000000000000000000e+00
-4.389774696347145122e-01,-3.301588244986439213e-01,1.000000000000000000e+00
1.029552568309791916e+00,1.213645393543410778e-01,0.000000000000000000e+00
-2.627898296993816385e-01,-1.039176323420563791e-01,1.000000000000000000e+00
2.715735258201248947e-01,-1.083852097887280097e+00,0.000000000000000000e+00
-2.698472843086896500e-01,8.954586796585952690e-01,1.000000000000000000e+00
1.880203334956715433e-01,-5.462799450950660551e-01,1.000000000000000000e+00
-3.275384022861040773e-02,6.608395910433646492e-01,1.000000000000000000e+00
1.665272359308373196e-01,-1.011641552689252599e+00,0.000000000000000000e+00
-9.998343737493184946e-01,1.943058556545741888e+00,0.000000000000000000e+00
-9.255682343321364192e-01,8.551054897619896344e-01,1.000000000000000000e+00
-4.916960182105781230e-01,4.940369762384768659e-01,1.000000000000000000e+00
-1.142695546360768866e+00,8.174339061061272060e-01,0.000000000000000000e+00
2.083416814585132393e+00,3.953687546253293328e-01,0.000000000000000000e+00
7.253425555991087348e-02,-1.065643349270322948e-01,1.000000000000000000e+00
-2.038523425281254742e+00,-6.099723165715299489e-01,0.000000000000000000e+00
-1.101323838131185617e+00,1.993531059437380293e+00,0.000000000000000000e+00
1.679372015789805037e-02,8.146010960421355973e-01,1.000000000000000000e+00
2.584960046589922511e-01,1.097805512753779800e+00,0.000000000000000000e+00
-4.749772820388088457e-01,-5.941711077408948771e-01,1.000000000000000000e+00
1.028182743455100523e+00,-2.100129515675747793e+00,0.000000000000000000e+00
-4.201521814604287641e-01,-4.793141518881225555e-02,1.000000000000000000e+00
1.197431624021756402e-01,-3.938577481905587430e-01,1.000000000000000000e+00
-2.191677285612392279e+00,6.744823177091844313e-01,0.000000000000000000e+00
-9.661998538651866975e-01,1.607737900724360403e+00,0.000000000000000000e+00
-8.687656102574499162e-01,7.592085990249314298e-01,1.000000000000000000e+00
1.015901344152099428e+00,-1.820468433672672415e+00,0.000000000000000000e+00
-1.690378974249114208e+00,3.797578894522555815e-01,0.000000000000000000e+00
-3.768778067790892750e-01,2.297639771156458455e+00,0.000000000000000000e+00
1.422073812624077949e+00,6.530302338406366314e-01,0.000000000000000000e+00
-1.036213328131457390e+00,1.393294833623899276e+00,0.000000000000000000e+00
-1.270354676340630373e+00,-1.805850607121912421e-01,0.000000000000000000e+00
-9.667993479043197613e-01,1.427440676490289440e-01,1.000000000000000000e+00
-1.264165250853368727e+00,-6.011407806494100114e-01,0.000000000000000000e+00
-2.743783314296571740e-01,6.350421017694954928e-01,1.000000000000000000e+00
-8.657250631966308119e-02,2.404092206694604938e-01,1.000000000000000000e+00
-1.205295643462936939e+00,1.325473396038884699e+00,0.000000000000000000e+00
4.447768443101595692e-01,-1.011788432913081071e+00,0.000000000000000000e+00
4.263083612737579853e-01,-1.563745759069284258e+00,0.000000000000000000e+00
-7.733169428497755904e-01,-6.206529664421608916e-02,1.000000000000000000e+00
1.800196567349271914e+00,9.937382633914190189e-01,0.000000000000000000e+00
-2.744281299465239909e-01,5.492411674321621140e-01,1.000000000000000000e+00
3.416974942827097350e-01,1.814171755152273469e-01,1.000000000000000000e+00
-5.912805223905730490e-01,-2.081918500320686580e-02,1.000000000000000000e+00
7.441915370829765841e-02,1.250110815215700333e+00,0.000000000000000000e+00
7.244340947171121758e-01,2.859031216747878745e-01,1.000000000000000000e+00
-5.696434839609845757e-02,-9.619340240344067539e-01,1.000000000000000000e+00
9.584734947438975361e-01,2.121443208833075023e+00,0.000000000000000000e+00
-1.050690288999988953e+00,8.695604179373127296e-02,0.000000000000000000e+00
1.798866056443569228e+00,1.488857005622436391e+00,0.000000000000000000e+00
5.401773039343331639e-01,-5.201053530269512670e-01,1.000000000000000000e+00
-1.665124488374053691e+00,-8.125299755317416661e-01,0.000000000000000000e+00
8.745414126872814720e-01,1.252069443085150224e+00,0.000000000000000000e+00
1.758687407512880663e+00,5.684235691400977286e-01,0.000000000000000000e+00
-1.541042815989642767e+00,8.759055564646749392e-01,0.000000000000000000e+00
3.113016771573731689e-01,-5.913722241131135204e-01,1.000000000000000000e+00
4.792512574352549293e-01,-1.385159820366428596e+00,0.000000000000000000e+00
-2.295982328297947461e+00,1.123379072637961801e-01,0.000000000000000000e+00
-2.738158575663172112e-01,-2.758768272668385091e+00,0.000000000000000000e+00
4.003936783121565535e-01,-1.285340981382651293e+00,0.000000000000000000e+00
-2.395433919262290601e-01,2.035670660730511672e-01,1.000000000000000000e+00
1.701159009831226587e+00,2.065748135617843761e+00,0.000000000000000000e+00
2.128777362835679587e-01,-3.036276751207260372e+00,0.000000000000000000e+00
-3.937187604891567716e-01,-1.341894845863460528e+00,0.000000000000000000e+00
2.099137182631384269e-01,8.797957325792784555e-01,1.000000000000000000e+00
1.712505708389124415e+00,5.598087902157408147e-01,0.000000000000000000e+00
1.120343900660340619e+00,3.068088440002913510e-03,0.000000000000000000e+00
1.330073350506007390e+00,6.398325014059393911e-01,0.000000000000000000e+00
1.061822335529237993e+00,-1.201068283900494249e+00,0.000000000000000000e+00
1.565651939239403267e+00,-4.786019303283621795e-01,0.000000000000000000e+00
-4.455700604958299782e-01,6.578561271690526180e-01,1.000000000000000000e+00
6.556044653853667636e-01,1.565288619725086622e-02,1.000000000000000000e+00
-6.882802140332967555e-01,2.716418865078997213e-01,1.000000000000000000e+00
-7.202813084084964679e-01,-3.605091982343470725e-01,1.000000000000000000e+00
-3.107209166606151457e-02,3.427622258756821139e-01,1.000000000000000000e+00
-6.802521127533065481e-01,-1.810040797774294496e+00,0.000000000000000000e+00
1.013206421328471496e+00,7.699238463856451498e-01,0.000000000000000000e+00
-3.239753705509890169e-01,-1.104892987993810971e+00,0.000000000000000000e+00
2.467467646744745113e-01,2.915980381132997623e-01,1.000000000000000000e+00
-8.361706919824157813e-01,-5.248872368535966171e-01,1.000000000000000000e+00
-7.358349707639032511e-01,2.102545105316343310e+00,0.000000000000000000e+00
-2.631625997374615888e-01,-2.974741879227433827e-01,1.000000000000000000e+00
-2.559183526510576678e-01,7.671120956485115716e-01,1.000000000000000000e+00
8.408469378641139080e-01,3.249964763383087485e-01,1.000000000000000000e+00
-1.794658955717697291e-01,-3.177499174935903281e-01,1.000000000000000000e+00
